Scheme Code,ISIN Div Payout/ ISIN Growth,ISIN Div Reinvestment,scheme_name,Net Asset Value,Date
124833,INF209KA1KS2,-,Aditya Birla Sun Life Corporate Bond Fund -REGULAR - IDCW,11.7308,22-Jul-24
103183,INF209K01983,INF209K01DL8,Aditya Birla Sun Life Corporate Bond Fund -REGULAR - MONTHLY IDCW,12.3911,22-Jul-24
103177,-,-,Aditya Birla Sun Life Income Fund-Plan A(Dividend),11.7535,11-Feb-11
103179,-,INF209K01DI4,Aditya Birla Sun Life Income Fund-Plan D(54EA Dividend),10.6457,11-Feb-11
103180,-,-,Aditya Birla Sun Life Income Fund-Plan E(54EA Growth),35.2986,11-Feb-11
103181,-,-,Aditya Birla Sun Life Income Fund-PLan F(54EB Dividend),15.5708,11-Feb-11
103182,-,-,Aditya Birla Sun Life Income Fund-Plan G(54EB Growth),35.0763,11-Feb-11
141586,INF846K01ZN6,-,Axis Corporate Debt Fund - Direct Plan - Daily IDCW,10.2348,22-Jul-24
141590,INF846K01ZQ9,INF846K01ZR7,Axis Corporate Debt Fund - Direct Plan - Monthly IDCW,10.2587,22-Jul-24
141591,INF846K01ZS5,INF846K01ZT3,Axis Corporate Debt Fund - Direct Plan - Regular IDCW,12.9265,22-Jul-24
141587,INF846K01ZO4,INF846K01ZP1,Axis Corporate Debt Fund - Direct Plan - Weekly IDCW,10.3641,22-Jul-24
141588,INF846K01ZM8,-,Axis Corporate Debt Fund - Direct Plan Growth,16.569,22-Jul-24
141589,INF846K01ZV9,-,Axis Corporate Debt Fund - Regular Plan - Daily IDCW,10.2347,22-Jul-24
141594,INF846K01ZY3,INF846K01ZZ0,Axis Corporate Debt Fund - Regular Plan - Monthly IDCW,10.2513,22-Jul-24
141595,INF846K01A03,INF846K01A11,Axis Corporate Debt Fund - Regular Plan - Regular IDCW,12.1595,22-Jul-24
141592,INF846K01ZW7,INF846K01ZX5,Axis Corporate Debt Fund - Regular Plan - Weekly IDCW,10.2461,22-Jul-24
141593,INF846K01ZU1,-,Axis Corporate Debt Fund - Regular Plan Growth,15.7431,22-Jul-24
139201,INF194KA1T34,INF194KA1T42,BANDHAN Corporate Bond Fund - Direct Annual IDCW,10.4204,22-Jul-24
135916,INF194KA1M23,-,BANDHAN Corporate Bond Fund - Direct Growth,18.2439,22-Jul-24
139200,INF194KA1T00,INF194KA1T18,BANDHAN Corporate Bond Fund - Direct Half Yearly IDCW,11.6634,22-Jul-24
139198,INF194KA1S43,INF194KA1S50,BANDHAN Corporate Bond Fund - Direct Monthly IDCW,10.4082,22-Jul-24
135917,INF194KA1M31,INF194KA1M49,BANDHAN Corporate Bond Fund - Direct Periodic IDCW,12.1037,22-Jul-24
139199,INF194KA1S76,INF194KA1S84,BANDHAN Corporate Bond Fund - Direct Quarterly IDCW,10.5077,22-Jul-24
139204,INF194KA1S19,INF194KA1S27,BANDHAN Corporate Bond Fund - Regular Annual IDCW,10.405,22-Jul-24
135914,INF194KA1L81,-,BANDHAN Corporate Bond Fund - Regular Growth,17.7709,22-Jul-24
139203,INF194KA1R85,INF194KA1R93,BANDHAN Corporate Bond Fund - Regular Half Yearly IDCW,11.0455,22-Jul-24
139202,INF194KA1R28,INF194KA1R36,BANDHAN Corporate Bond Fund - Regular Monthly IDCW,10.6611,22-Jul-24
135915,INF194KA1L99,INF194KA1M07,BANDHAN Corporate Bond Fund - Regular Periodic IDCW,11.9799,22-Jul-24
139205,INF194KA1R51,INF194KA1R69,BANDHAN Corporate Bond Fund - Regular Quarterly IDCW,10.5476,22-Jul-24
150230,INF251K01EN4,INF251K01EO2,BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Annual-IDCW Option,10.5227,22-Jul-24
150229,INF251K01EI4,-,BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Growth Option,29.2326,22-Jul-24
150231,INF251K01EJ2,INF251K01EK0,BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Monthly-IDCW Option,10.2543,22-Jul-24
150228,INF251K01EL8,INF251K01EM6,BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Quarterly-IDCW Option,10.2514,22-Jul-24
150236,INF251K01GU4,INF251K01GV2,BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Annual IDCW Option,10.7296,22-Jul-24
150237,INF251K01GP4,-,BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Growth Option,26.7682,22-Jul-24
150238,INF251K01GQ2,INF251K01GR0,BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Monthly IDCW Option,10.3902,22-Jul-24
150239,INF251K01GS8,INF251K01GT6,BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Quarterly IDCW Option,10.4523,22-Jul-24
150233,INF251K01EU9,INF251K01EV7,BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - ANNUAL IDCW OPTION,10.4546,22-Jul-24
150235,INF251K01EP9,-,BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - GROWTH OPTION,25.2585,22-Jul-24
150234,INF251K01EQ7,INF251K01ER5,BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - MONTHLY IDCW OPTION,10.2903,22-Jul-24
150232,INF251K01ES3,INF251K01ET1,BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - QUARTERLY IDCW OPTION,10.2677,22-Jul-24
126685,INF760K01HB2,-,CANARA ROBECO CORPORATE BOND FUND - DIRECT PLAN - GROWTH OPTION,21.5897,22-Jul-24
126686,INF760K01HC0,INF760K01HD8,CANARA ROBECO CORPORATE BOND FUND - DIRECT PLAN - IDCW (Payout/Reinvestment),12.0986,22-Jul-24
126687,INF760K01GY6,-,CANARA ROBECO CORPORATE BOND FUND - REGULAR PLAN - GROWTH OPTION,20.272,22-Jul-24
126688,INF760K01GZ3,INF760K01HA4,CANARA ROBECO CORPORATE BOND FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),11.3718,22-Jul-24
144646,INF740KA1KE8,-,DSP Corporate Bond Fund - Direct - Growth,15.016,22-Jul-24
144647,INF740KA1KF5,INF740KA1KG3,DSP Corporate Bond Fund - Direct - IDCW,11.4253,22-Jul-24
144651,INF740KA1KH1,INF740KA1KI9,DSP Corporate Bond Fund - Direct - IDCW - Monthly,10.5373,22-Jul-24
144648,INF740KA1KJ7,INF740KA1KK5,DSP Corporate Bond Fund - Direct - IDCW - Quarterly ,11.2635,22-Jul-24
144644,INF740KA1JX0,-,DSP Corporate Bond Fund - Regular - Growth,14.7947,22-Jul-24
144650,INF740KA1JY8,INF740KA1JZ5,DSP Corporate Bond Fund - Regular - IDCW,11.3955,22-Jul-24
144645,INF740KA1KA6,INF740KA1KB4,DSP Corporate Bond Fund - Regular - IDCW - Monthly,10.5152,22-Jul-24
144649,INF740KA1KC2,INF740KA1KD0,DSP Corporate Bond Fund - Regular - IDCW - Quarterly ,10.6236,22-Jul-24
119289,INF090I01KC0,-,Franklin India Corporate Debt Fund - Direct - Bonus,0,08-May-15
118569,INF090I01FW8,-,Franklin India Corporate Debt Fund - Direct - GROWTH,98.1488,22-Jul-24
100528,INF090I01DG6,-,Franklin India Corporate Debt Fund - Growth,91.1216,22-Jul-24
100532,INF090I01DC5,-,Franklin India Corporate Debt Fund - Monthly Bonus,0,08-Jun-15
100527,INF090I01DH4,INF090I01DI2,Franklin India Corporate Debt Fund - Plan A - Annual - IDCW,16.5533,22-Jul-24
118570,INF090I01FX6,INF090I01FY4,Franklin India Corporate Debt Fund - Plan A - Direct - Annual - IDCW,18.5551,22-Jul-24
118573,INF090I01FU2,INF090I01FV0,Franklin India Corporate Debt Fund - Plan A - Direct - Half yearly - IDCW,14.7978,22-Jul-24
118571,INF090I01FQ0,INF090I01FR8,Franklin India Corporate Debt Fund - Plan A - Direct - Monthly - IDCW,16.6776,22-Jul-24
118572,INF090I01FS6,INF090I01FT4,Franklin India Corporate Debt Fund - Plan A - Direct - Quarterly - IDCW,13.4552,22-Jul-24
100531,INF090I01DN2,INF090I01DO0,Franklin India Corporate Debt Fund - Plan B - Half yearly - IDCW,12.726,22-Jul-24
100529,INF090I01DJ0,INF090I01DK8,Franklin India Corporate Debt Fund - Plan B - Monthly - IDCW,14.9079,22-Jul-24
100530,INF090I01DL6,INF090I01DM4,Franklin India Corporate Debt Fund - Plan B - Quarterly - IDCW,11.8861,22-Jul-24
113070,INF179K01DC2,-,HDFC Corporate Bond Fund - Growth Option,30.0472,22-Jul-24
118987,INF179K01XD8,-,HDFC Corporate Bond Fund - Growth Option - Direct Plan,30.633,22-Jul-24
132848,INF179KA1D33,INF179KA1D25,HDFC Corporate Bond Fund - IDCW Option,18.1897,22-Jul-24
132849,INF179KA1D17,-,HDFC Corporate Bond Fund - IDCW Option - Direct Plan,18.7697,22-Jul-24
113071,INF179K01DD0,INF179K01DE8,HDFC Corporate Bond Fund - Quarterly IDCW Option,10.3785,22-Jul-24
118986,INF179K01XB2,INF179K01XC0,HDFC Corporate Bond Fund - Quarterly IDCW Option - Direct Plan,10.215,22-Jul-24
151000,INF917K01VZ8,INF917K01VY1,HSBC Corporate Bond Fund - Direct Annual IDCW,11.9179,22-Jul-24
150996,INF917K01HN3,-,HSBC Corporate Bond Fund - Direct Growth,71.6312,22-Jul-24
150998,INF917K01HP8,INF917K01HO1,HSBC Corporate Bond Fund - Direct Quarterly IDCW,11.3289,22-Jul-24
150997,INF917K01HR4,INF917K01HQ6,HSBC Corporate Bond Fund - Direct Semi Annual IDCW,20.215,22-Jul-24
151001,INF917K01WB7,INF917K01WA9,HSBC Corporate Bond Fund - Regular Annual IDCW,11.6987,22-Jul-24
150992,INF917K01AH0,-,HSBC Corporate Bond Fund - Regular Growth,67.4604,22-Jul-24
150993,INF917K01AF4,INF917K01AG2,HSBC Corporate Bond Fund - Regular Quarterly IDCW,10.9554,22-Jul-24
150994,INF917K01AI8,INF917K01AJ6,HSBC Corporate Bond Fund - Regular Semi Annual IDCW,16.9482,22-Jul-24
150995,INF917K01AK4,-,HSBC Corporate Bond Fund -Regular Plan - Bonus,25.6251,22-Jul-24
130947,INF109KA1I84,-,ICICI Prudential Corporate Bond Fund - Bonus,14.9782,24-Apr-20
111988,INF109K01CR9,-,ICICI Prudential Corporate Bond Fund - Daily IDCW,10.1065,16-Sep-22
120695,INF109K013B8,-,ICICI Prudential Corporate Bond Fund - Direct Plan - Daily IDCW,10.1008,16-Sep-22
120696,INF109K014B6,INF109K015B3,ICICI Prudential Corporate Bond Fund - Direct Plan - Fortnightly IDCW,12.1669,16-Sep-22
120692,INF109K016B1,-,ICICI Prudential Corporate Bond Fund - Direct Plan - Growth,28.8354,22-Jul-24
131152,INF109KA1N38,INF109KA1N20,ICICI Prudential Corporate Bond Fund - Direct Plan - Half Yearly IDCW Option,12.8827,16-Sep-22
120697,INF109K017B9,INF109K018B7,ICICI Prudential Corporate Bond Fund - Direct Plan - Monthly IDCW,10.2836,22-Jul-24
120694,INF109K019B5,INF109K012C8,ICICI Prudential Corporate Bond Fund - Direct Plan - Quarterly IDCW,15.1884,22-Jul-24
120693,INF109K010C2,INF109K011C0,ICICI Prudential Corporate Bond Fund - Direct Plan - Weekly IDCW,10.2332,16-Sep-22
111990,INF109K01SJ2,INF109K01CS7,ICICI Prudential Corporate Bond Fund - Fortnightly IDCW,10.2243,16-Sep-22
111987,INF109K01CQ1,-,ICICI Prudential Corporate Bond Fund - Growth,27.5871,22-Jul-24
131151,INF109KA1N12,INF109KA1N04,ICICI Prudential Corporate Bond Fund - Half Yearly IDCW Option,12.6555,16-Sep-22
111991,INF109K01SK0,INF109K01CT5,ICICI Prudential Corporate Bond Fund - Monthly IDCW,10.4377,22-Jul-24
111982,INF109K01CL2,-,ICICI Prudential Corporate Bond Fund - Premium Daily Dividend,10.0277,24-Apr-20
111985,INF109K01CO6,-,ICICI Prudential Corporate Bond Fund - Premium Monthly Dividend,10.077,04-Aug-15
111989,INF109K01SL8,INF109K01SM6,ICICI Prudential Corporate Bond Fund - Weekly IDCW,10.304,16-Sep-22
111992,INF109K01SN4,INF109K01SO2,ICICI Prudential Corporate Bond Fund -Quarterly IDCW,10.9865,22-Jul-24
111976,INF109K01CF4,-,ICICI Prudential Corporate Bond Fund Retail Daily Dividend,10.0275,24-Apr-20
111978,INF109K01SF0,INF109K01CH0,ICICI Prudential Corporate Bond Fund Retail Fort Nightly Dividend,10.3041,24-Apr-20
111972,INF109K01CE7,-,ICICI Prudential Corporate Bond Fund Retail Growth,22.7853,24-Apr-20
111979,INF109K01QM0,INF109K01CI8,ICICI Prudential Corporate Bond Fund Retail Monthly Dividend,10.3008,24-Apr-20
111980,INF109K01FQ4,INF109K01CJ6,ICICI Prudential Corporate Bond Fund Retail Quarterly Dividend,10.9335,24-Apr-20
111977,INF109K01SE3,INF109K01CG2,ICICI Prudential Corporate Bond Fund Retail Weekly Dividend,10.2202,24-Apr-20
106179,INF205K01QX3,INF205K01QY1,Invesco India Corporate Bond Fund - Annual IDCW (Payout / Reinvestment),1811.7071,22-Jul-24
120500,INF205K01RA9,INF205K01RB7,Invesco India Corporate Bond Fund - Direct Plan - Annual IDCW (Payout / Reinvestment),1245.0019,22-Jul-24
120499,INF205K01RD3,INF205K01RE1,Invesco India Corporate Bond Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment),3132.8253,22-Jul-24
120497,INF205K01RF8,-,Invesco India Corporate Bond Fund - Direct Plan - Growth,3131.8373,22-Jul-24
120496,INF205K01RG6,INF205K01RH4,Invesco India Corporate Bond Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment),1263.3485,22-Jul-24
120501,INF205K01RI2,INF205K01RJ0,Invesco India Corporate Bond Fund - Direct Plan - Quarterly IDCW (Payout / Reinvestment),1269.3501,22-Jul-24
116109,INF205K01RK8,INF205K01RL6,Invesco India Corporate Bond Fund - Discretionary IDCW (Payout / Reinvestment),3080.3923,22-Jul-24
106177,INF205K01RM4,-,Invesco India Corporate Bond Fund - Growth,2933.4834,22-Jul-24
106171,INF205K01RN2,INF205K01RO0,Invesco India Corporate Bond Fund - Monthly IDCW (Payout / Reinvestment),1681.3753,22-Jul-24
106172,INF205K01RP7,INF205K01RQ5,Invesco India Corporate Bond Fund - Quarterly IDCW (Payout / Reinvestment),1151.2917,22-Jul-24
133770,-,-,Kotak Coporate Bond Fund- Retail Plan-Growth Option,2034.9063,21-Oct-16
133791,INF178L01BY0,-,Kotak Corporate Bond Fund- Direct Plan- Growth Option,3622.1545,22-Jul-24
133792,INF178L01BZ7,-,Kotak Corporate Bond Fund- Direct Plan- Monthly Payout of Income Distribution cum capital withdrawal option,1074.6941,22-Jul-24
133772,INF178L01921,-,Kotak Corporate Bond Fund- Institutional Plan-Growth Option,2090.4924,21-Oct-16
133782,INF178L01BO1,-,Kotak Corporate Bond Fund- Regular Plan-Growth Option,3479.9446,22-Jul-24
133787,INF178L01BQ6,INF178L01BP8,Kotak Corporate Bond Fund- Regular Plan-Monthly Dividend Option,1133.6316,22-Jul-24
133777,INF178L01BR4,-,Kotak Corporate Bond Fund- Regular Plan-Quarterly Dividend Option,1066.6837,15-Sep-17
133779,INF178L01855,-,Kotak Corporate Bond Fund- Retail Plan- Monthly Dividend Option,1040.0538,21-Oct-16
133771,INF178L01897,-,Kotak Corporate Bond Fund- Retail Plan- Weekly Dividend Option,1052.3061,21-Oct-16
133783,-,-,Kotak Corporate Bond Fund- Retail Plan-Daily Dividend Option,1052.6393,21-Oct-16
133776,INF178L01BU8,-,Kotak Corporate Bond Fund- Standard Plan-Daily Dividend Option,1052.7994,21-Oct-16
133786,-,INF178L01BT0 ,Kotak Corporate Bond Fund- Standard Plan-Weekly Dividend Option,1202.9939,21-Oct-16
148755,INF769K01HD9,-,Mirae Asset Corporate Bond Fund Direct Growth Plan,11.9856,22-Jul-24
148756,INF769K01HC1,INF769K01HE7,Mirae Asset Corporate Bond Fund Direct IDCW,11.9833,22-Jul-24
148757,INF769K01HA5,-,Mirae Asset Corporate Bond Fund Regular Growth,11.8081,22-Jul-24
148758,INF769K01GZ4,INF769K01HB3,Mirae Asset Corporate Bond Fund Regular IDCW,11.8081,22-Jul-24
109472,-,INF204K01EG7,NIPPON INDIA CORPORATE BOND FUND - DAILY IDCW Option,17.0959,22-Jul-24
118808,-,INF204K01C23,NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - DAILY IDCW Option,17.0959,22-Jul-24
125266,INF204KA1EO9,INF204KA1EP6,NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - IDCW Option,18.2959,22-Jul-24
118809,INF204K01C56,INF204K01C64,NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - MONTHLY IDCW Option,11.778,22-Jul-24
118811,INF204K01C72,INF204K01C80,NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - QUARTERLY IDCW Option,12.0719,22-Jul-24
118812,INF204K01C31,INF204K01C49,NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - WEEKLY IDCW Option,17.1157,22-Jul-24
118807,INF204K01D63,-,Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Bonus,41.2229,22-Jul-24
118814,INF204K01C15,-,Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Growth Option,57.7387,22-Jul-24
100859,INF204KA12N8,-,Nippon India Corporate Bond Fund - Growth Plan - Bonus Option,39.4321,22-Jul-24
100856,INF204K01EF9,-,Nippon India Corporate Bond Fund - Growth Plan - Growth Option,55.2122,22-Jul-24
125267,INF204KA1EM3,INF204KA1EN1,NIPPON INDIA CORPORATE BOND FUND - IDCW Option,17.6885,22-Jul-24
100857,INF204K01EJ1,INF204K01EK9,NIPPON INDIA CORPORATE BOND FUND - MONTHLY IDCW Option,11.6492,22-Jul-24
100858,INF204K01EL7,INF204K01EM5,NIPPON INDIA CORPORATE BOND FUND - QUARTERLY IDCW Option,11.9222,22-Jul-24
109473,INF204K01EH5,INF204K01EI3,NIPPON INDIA CORPORATE BOND FUND - WEEKLY IDCW Option,17.1147,22-Jul-24
138317,INF223J01CY6,INF223J01CZ3,PGIM India Corporate Bond Fund - Annual Dividend,10.4157,22-Jul-24
138329,INF223J01OM6,-,PGIM India Corporate Bond Fund - Direct Plan - Annual Dividend,15.9108,22-Jul-24
138330,INF223J01OO2,-,PGIM India Corporate Bond Fund - Direct Plan - Growth,44.1957,22-Jul-24
138331,INF223J01OP9,-,PGIM India Corporate Bond Fund - Direct Plan - Monthly Dividend,15.0815,22-Jul-24
138332,INF223J01OR5,INF223J01OS3,PGIM India Corporate Bond Fund - Direct Plan - Quarterly Dividend,13.0212,22-Jul-24
138318,INF223J01DB2,-,PGIM India Corporate Bond Fund - Growth,39.9522,22-Jul-24
138316,INF223J01DC0,INF223J01DD8,PGIM India Corporate Bond Fund - Monthly Dividend,12.9852,22-Jul-24
138323,INF223J01CQ2,-,PGIM India Corporate Bond Fund - Premium Plus Plan - Growth,21.588,21-Jan-22
138315,INF223J01DE6,INF223J01DF3,PGIM India Corporate Bond Fund - Quarterly Dividend,11.4523,22-Jul-24
138336,INF223J01WZ1,-,PGIM India Premier Bond Fund - Annual Bonus,24.9334,01-Aug-16
138324,INF223J01DA4,-,PGIM India Premier Bond Fund - Bonus,15.226,01-Aug-16
138333,INF223J01WG1,-,PGIM India Premier Bond Fund - Direct Plan - Half-Yearly Bonus,13.2164,01-Aug-16
138334,INF223J01WF3,-,PGIM India Premier Bond Fund - Half-Yearly Bonus,13.5688,24-May-19
146215,INF200KA1YR4,-,SBI Corporate Bond Fund - Direct Plan - Growth,14.6855,22-Jul-24
146212,INF200KA1YS2,INF200KA1YT0,SBI Corporate Bond Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),13.8614,22-Jul-24
146216,INF200KA1YU8,INF200KA1YV6,SBI Corporate Bond Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),14.2763,22-Jul-24
146207,INF200KA1YM5,-,SBI Corporate Bond Fund - Regular Plan - Growth,14.3122,22-Jul-24
146208,INF200KA1YN3,INF200KA1YO1,SBI Corporate Bond Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),13.5076,22-Jul-24
146210,INF200KA1YP8,INF200KA1YQ6,SBI Corporate Bond Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),13.9059,22-Jul-24
119628,-,INF903J01PD9,Sundaram Banking and PSU Debt Fund Direct Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),13.0091,28-Jun-24
119631,INF903J01OX0,INF903J01OZ5,Sundaram Corporate Bond Fund Direct Plan - Annual Income Distribution cum Capital Withdrawal (IDCW),17.3147,22-Jul-24
119621,INF903J01NR4,-,Sundaram Corporate Bond Fund Direct Plan - Growth,38.2574,22-Jul-24
119624,INF903J01OW2,INF903J01OY8,Sundaram Corporate Bond Fund Direct Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW),17.0594,22-Jul-24
119622,INF903J01NS2,INF903J01NT0,Sundaram Corporate Bond Fund Direct Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),17.0246,22-Jul-24
119630,INF903J01NU8,INF903J01NV6,Sundaram Corporate Bond Fund Direct Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW),18.8518,22-Jul-24
100788,INF903J01IA0,INF903J01IE2,Sundaram Corporate Bond Fund Regular Plan - Annual Income Distribution cum Capital Withdrawal (IDCW),16.8239,22-Jul-24
100787,INF903J01HZ9,INF903J01ID4,Sundaram Corporate Bond Fund Regular Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW),16.9612,22-Jul-24
100785,INF903J01HX4,INF903J01IB8,Sundaram Corporate Bond Fund Regular Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),16.1073,22-Jul-24
100786,INF903J01HY2,INF903J01IC6,Sundaram Corporate Bond Fund Regular Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW),18.3106,22-Jul-24
100789,INF903J01HW6,-,Sundaram Corporate Bond Fund Regular Plan- Growth,37.0767,22-Jul-24
149361,INF277KA1224,-,Tata Corporate Bond Fund-Direct Plan-Growth,11.6294,22-Jul-24
149364,INF277KA1240,-,Tata Corporate Bond Fund-Direct Plan-IDCW Monthly Payout,11.6294,22-Jul-24
149357,-,INF277KA1273,Tata Corporate Bond Fund-Direct Plan-IDCW Monthly Reinvestment,11.6294,22-Jul-24
149355,INF277KA1232,-,Tata Corporate Bond Fund-Direct Plan-IDCW Periodic Payout,11.6294,22-Jul-24
149356,-,INF277KA1265,Tata Corporate Bond Fund-Direct Plan-IDCW Periodic Reinvestment,11.6294,22-Jul-24
149362,INF277KA1257,-,Tata Corporate Bond Fund-Direct Plan-IDCW Quarterly Payout,11.6294,22-Jul-24
149358,-,INF277KA1281,Tata Corporate Bond Fund-Direct Plan-IDCW Quarterly Reinvestment,11.6294,22-Jul-24
149351,INF277KA1299,-,Tata Corporate Bond Fund-Regular Plan-Growth,11.4513,22-Jul-24
149353,INF277KA1315,-,Tata Corporate Bond Fund-Regular Plan-IDCW Monthly Payout,11.4513,22-Jul-24
149363,-,INF277KA1349,Tata Corporate Bond Fund-Regular Plan-IDCW Monthly Reinvestment,11.4513,22-Jul-24
149360,INF277KA1307,-,Tata Corporate Bond Fund-Regular Plan-IDCW Periodic Payout,11.4513,22-Jul-24
149352,-,INF277KA1331,Tata Corporate Bond Fund-Regular Plan-IDCW Periodic Reinvestment,11.4513,22-Jul-24
149354,INF277KA1323,-,Tata Corporate Bond Fund-Regular Plan-IDCW Quarterly Payout,11.4513,22-Jul-24
149359,-,INF277KA1356,Tata Corporate Bond Fund-Regular Plan-IDCW Quarterly Reinvestment,11.4513,22-Jul-24
151320,INF0GCD01560,-,TRUSTMF CORPORATE BOND FUND-DIRECT PLAN-GROWTH,1112.9643,22-Jul-24
151321,INF0GCD01586,INF0GCD01578,TRUSTMF CORPORATE BOND FUND-DIRECT PLAN-MONTHLY IDCW,1102.3685,22-Jul-24
151322,INF0GCD01537,-,TRUSTMF CORPORATE BOND FUND-REGULAR PLAN-GROWTH,1106.3022,22-Jul-24
151319,INF0GCD01552,INF0GCD01545,TRUSTMF CORPORATE BOND FUND-REGULAR PLAN-MONTHLY IDCW,1094.7211,22-Jul-24
143241,INF582M01DU5,-,Union Corporate Bond Fund - Direct Plan - Growth Option,14.3735,22-Jul-24
143242,INF582M01DW1,INF582M01DV3,Union Corporate Bond Fund - Direct Plan - IDCW Option,14.3735,22-Jul-24
143239,INF582M01DY7,-,Union Corporate Bond Fund - Regular Plan - Growth Option,14.0927,22-Jul-24
143240,INF582M01EA5,INF582M01DZ4,Union Corporate Bond Fund - Regular Plan - IDCW Option,14.0927,22-Jul-24
148085,INF789F1AOW2,-,UTI - Bond Fund ( Segregated - 17022020) - Regular Plan - Growth Option,6.8146,27-Jan-22
148086,INF789F1APF4,-,UTI - Bond Fund (Segregated - 17022020) - Direct Plan - Growth Option,7.3484,27-Jan-22
148076,INF789F1APK4,INF789F1APL2,UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Annual IDCW,1.504,27-Jan-22
148090,INF789F1APM0,INF789F1APN8,UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Flexi IDCW,1.4941,27-Jan-22
148091,INF789F1API8,INF789F1APJ6,UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Half-Yearly IDCW,1.4429,27-Jan-22
148092,INF789F1APG2,INF789F1APH0,UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Quarterly IDCW,2.3467,27-Jan-22
